1,3253.44,172.17
2,75.28,167.33
3,-726.35,122.64
4,1677.98,200.41
5,1096.80,245.23
6,-419.38,212.00
7,482.02,225.50
8,911.92,259.82
9,14.19,247.54
10,1410.62,305.69
11,329.02,306.86
12,-750.60,253.99
13,-35.08,239.53
14,-1101.57,172.48
15,37.34,165.72
16,1026.44,208.76
17,-432.21,176.71
18,167.39,176.24
19,-575.58,138.65
20,2046.66,234.05
21,-492.38,197.73
22,-486.57,163.52
23,526.75,181.68
24,-254.61,159.86
25,-191.67,142.29
26,2058.43,238.09
27,305.73,241.48
28,-1620.14,148.40
29,-490.72,116.44
30,-730.11,74.11
31,-870.68,26.87
32,-913.51,-20.15
33,35.71,-17.35
34,321.82,-0.39
35,-527.13,-26.73
36,-1091.80,-79.98
37,-1520.19,-151.99
38,-874.83,-188.14
39,-1146.41,-236.05
40,-1312.70,-289.88
41,-775.61,-314.17
42,-1596.04,-378.26
43,-1176.23,-418.16
44,-1293.23,-461.92
45,-1696.12,-523.63
46,-806.30,-537.76
47,-720.47,-546.89
48,-1624.92,-600.80
49,-180.76,-579.79
50,-898.45,-595.73
51,358.01,-548.04
52,-995.02,-570.39
53,-1144.20,-599.08
54,-1769.07,-657.58
55,-632.50,-656.33
56,-689.79,-658.00
57,-59.45,-628.07
58,-163.68,-604.85
59,-2181.17,-683.67
60,-866.18,-692.79
61,-1202.41,-718.27
62,-1465.12,-755.62
63,-1140.84,-774.88
64,-674.07,-769.84
65,-805.76,-771.63
66,-773.12,-771.71
67,-1136.70,-789.96
68,-930.17,-796.97
69,344.48,-739.90
70,-288.79,-717.34
71,-807.78,-721.86
72,-1445.41,-758.04
73,-1634.11,-801.84
74,-422.49,-782.88
75,-1268.66,-807.16
76,-631.08,-798.36
77,-275.74,-772.23
78,-583.92,-762.81
79,419.82,-703.68
80,-792.79,-708.14
81,-2070.33,-776.25
82,1069.03,-683.98
83,-799.09,-689.74
84,-1055.97,-708.05
85,315.20,-656.89
86,-396.42,-643.86
87,-975.54,-660.45
88,91.26,-622.86
89,927.54,-545.34
90,-144.08,-525.28
91,275.36,-485.25
92,-1612.32,-541.60
93,-1159.86,-572.51
94,156.83,-536.05
95,-1198.90,-569.19
96,-1942.86,-637.87
97,-385.83,-625.27
98,683.13,-559.85
99,-1238.76,-593.80
100,-538.74,-591.04
101,-333.25,-578.15
102,468.27,-525.83
103,-432.58,-521.17
104,-499.17,-520.07
105,267.78,-480.68
106,23.55,-455.47
107,963.77,-384.50
108,-915.79,-411.07
109,-258.46,-403.44
110,-214.50,-393.99
111,-966.26,-422.60
112,-623.46,-432.65
113,-374.96,-429.76
114,-1836.48,-500.10
115,47.13,-472.74
116,-66.13,-452.41
117,-403.79,-449.98
118,-459.76,-450.47
119,266.68,-414.61
120,765.66,-355.59
121,368.64,-319.38
122,-360.08,-321.42
